,Unnamed: 0,airline,airline_id,source,source_id,dest,dest_id,codeshare,stops,equipment,latitude_source,longitude_source,latitude_dest,longitude_dest,Dist,TT_hrs
31,31,DL,2009.0,ATL,3682.0,BON,2896.0,,0,757,33.63669967651367,-84.4281005859375,12.130999565124512,-68.26850128173828,4679.870339300103,10.359740678600206
32,32,DL,2009.0,ATL,3682.0,BOS,3448.0,,0,M90 757 320 738 M88  319,33.63669967651367,-84.4281005859375,42.36429977,-71.00520325,4679.870339300103,10.359740678600206
33,33,DL,2009.0,ATL,3682.0,BRU,302.0,,0,76W,33.63669967651367,-84.4281005859375,50.9014015198,4.48443984985,4679.870339300103,10.359740678600206
34,34,DL,2009.0,ATL,3682.0,BSB,2531.0,,0,752,33.63669967651367,-84.4281005859375,-15.86916732788086,-47.92083358764648,4679.870339300103,10.359740678600206
35,35,DL,2009.0,ATL,3682.0,BTR,3846.0,,0,319,33.63669967651367,-84.4281005859375,30.53319931,-91.14959717,4679.870339300103,10.359740678600206
36,36,DL,2009.0,ATL,3682.0,BUF,3820.0,,0,M90 M88,33.63669967651367,-84.4281005859375,42.94049835,-78.73220062,4679.870339300103,10.359740678600206
37,37,DL,2009.0,ATL,3682.0,BWI,3849.0,,0,M88 M90 757 320 73W,33.63669967651367,-84.4281005859375,39.17539978,-76.66829681,4679.870339300103,10.359740678600206
38,38,DL,2009.0,ATL,3682.0,BZE,1957.0,,0,319 M88,33.63669967651367,-84.4281005859375,17.539100646972653,-88.30819702148438,4679.870339300103,10.359740678600206
39,39,DL,2009.0,ATL,3682.0,CAE,3561.0,,0,717 M88 319,33.63669967651367,-84.4281005859375,33.93880081176758,-81.11949920654297,4679.870339300103,10.359740678600206
40,40,DL,2009.0,ATL,3682.0,CAK,4112.0,,0,M88,33.63669967651367,-84.4281005859375,40.916099548339844,-81.44219970703125,4679.870339300103,10.359740678600206
41,41,DL,2009.0,ATL,3682.0,CCS,2851.0,,0,757,33.63669967651367,-84.4281005859375,10.6031169891,-66.9905853271,4679.870339300103,10.359740678600206
42,42,DL,2009.0,ATL,3682.0,CDG,1382.0,,0,76W,33.63669967651367,-84.4281005859375,49.0127983093,2.54999995232,4679.870339300103,10.359740678600206
43,43,DL,2009.0,ATL,3682.0,CHA,3578.0,,0,M88,33.63669967651367,-84.4281005859375,35.03530120849609,-85.20379638671875,4679.870339300103,10.359740678600206
44,44,DL,2009.0,ATL,3682.0,CHS,3806.0,,0,319 320 M88 73W 717,33.63669967651367,-84.4281005859375,32.89860153,-80.04049683,4679.870339300103,10.359740678600206
45,45,DL,2009.0,ATL,3682.0,CLE,3486.0,,0,717 M88 ,33.63669967651367,-84.4281005859375,41.411701202399996,-81.8498001099,4679.870339300103,10.359740678600206
46,46,DL,2009.0,ATL,3682.0,CLT,3876.0,,0,M90 M88 319,33.63669967651367,-84.4281005859375,35.2140007019043,-80.94309997558594,4679.870339300103,10.359740678600206
47,47,DL,2009.0,ATL,3682.0,CMH,3759.0,,0,73W M88 738 319,33.63669967651367,-84.4281005859375,39.99800109863281,-82.89189910888672,4679.870339300103,10.359740678600206
48,48,DL,2009.0,ATL,3682.0,COS,3819.0,,0,738,33.63669967651367,-84.4281005859375,38.805801391602,-104.70099639893,4679.870339300103,10.359740678600206
49,49,DL,2009.0,ATL,3682.0,CRW,4285.0,,0,319,33.63669967651367,-84.4281005859375,38.37310028076172,-81.59320068359375,4679.870339300103,10.359740678600206
50,50,DL,2009.0,ATL,3682.0,CUN,1852.0,,0,M88 757 320,33.63669967651367,-84.4281005859375,21.036500930800003,-86.8770980835,4679.870339300103,10.359740678600206
51,51,DL,2009.0,ATL,3682.0,CVG,3488.0,,0,M88 738 320  319,33.63669967651367,-84.4281005859375,39.0488014221,-84.6678009033,4679.870339300103,10.359740678600206
52,52,DL,2009.0,ATL,3682.0,CZM,1800.0,,0,319 M88,33.63669967651367,-84.4281005859375,20.52239990234375,-86.92559814453125,4679.870339300103,10.359740678600206
53,53,DL,2009.0,ATL,3682.0,DAB,3950.0,,0,M90 757 M88,33.63669967651367,-84.4281005859375,29.179899,-81.058098,4679.870339300103,10.359740678600206
54,54,DL,2009.0,ATL,3682.0,DAY,3627.0,,0,M88,33.63669967651367,-84.4281005859375,39.90240097045898,-84.21939849853516,4679.870339300103,10.359740678600206
55,55,DL,2009.0,ATL,3682.0,DCA,3520.0,,0,M90 M88 757 320 738 ,33.63669967651367,-84.4281005859375,38.8521,-77.037697,4679.870339300103,10.359740678600206
56,56,DL,2009.0,ATL,3682.0,DEN,3751.0,,0,M90 738 757,33.63669967651367,-84.4281005859375,39.861698150635,-104.672996521,4679.870339300103,10.359740678600206
57,57,DL,2009.0,ATL,3682.0,DFW,3670.0,,0,M88 319 738,33.63669967651367,-84.4281005859375,32.896800994873054,-97.03800201416016,4679.870339300103,10.359740678600206
58,58,DL,2009.0,ATL,3682.0,DSM,3729.0,,0,M88,33.63669967651367,-84.4281005859375,41.53400039672852,-93.66310119628906,4679.870339300103,10.359740678600206
59,59,DL,2009.0,ATL,3682.0,DTW,3645.0,,0,320 M88 73H M90 757 739,33.63669967651367,-84.4281005859375,42.212398529052734,-83.35340118408203,4679.870339300103,10.359740678600206
60,60,DL,2009.0,ATL,3682.0,DUB,599.0,,0,76W,33.63669967651367,-84.4281005859375,53.42129898071289,-6.2700700759887695,4679.870339300103,10.359740678600206
61,61,DL,2009.0,ATL,3682.0,DUS,345.0,,0,76W,33.63669967651367,-84.4281005859375,51.28950119018555,6.766779899597168,4679.870339300103,10.359740678600206
62,62,DL,2009.0,ATL,3682.0,DXB,2188.0,,0,77L,33.63669967651367,-84.4281005859375,25.252799987800003,55.3643989563,4679.870339300103,10.359740678600206
63,63,DL,2009.0,ATL,3682.0,ECP,7669.0,,0,717 M88,33.63669967651367,-84.4281005859375,30.357106,-85.79541400000002,4679.870339300103,10.359740678600206
64,64,DL,2009.0,ATL,3682.0,ELP,3559.0,,0,M88,33.63669967651367,-84.4281005859375,31.80719948,-106.37799840000002,4679.870339300103,10.359740678600206
65,65,DL,2009.0,ATL,3682.0,EWR,3494.0,,0,717 319,33.63669967651367,-84.4281005859375,40.69250106811523,-74.168701171875,4679.870339300103,10.359740678600206
66,66,DL,2009.0,ATL,3682.0,EYW,3875.0,,0,73W,33.63669967651367,-84.4281005859375,24.556100845336914,-81.75959777832031,4679.870339300103,10.359740678600206
67,67,DL,2009.0,ATL,3682.0,EZE,3988.0,,0,76W,33.63669967651367,-84.4281005859375,-34.8222,-58.5358,4679.870339300103,10.359740678600206
68,68,DL,2009.0,ATL,3682.0,FAY,5738.0,,0,73W,33.63669967651367,-84.4281005859375,34.991199493408196,-78.88030242919922,4679.870339300103,10.359740678600206
69,69,DL,2009.0,ATL,3682.0,FCO,1555.0,,0,333,33.63669967651367,-84.4281005859375,41.8002778,12.2388889,4679.870339300103,10.359740678600206
70,70,DL,2009.0,ATL,3682.0,FLL,3533.0,,0,757 M90 739,33.63669967651367,-84.4281005859375,26.072599411010746,-80.15270233154297,4679.870339300103,10.359740678600206
71,71,DL,2009.0,ATL,3682.0,FNT,4089.0,,0,M88,33.63669967651367,-84.4281005859375,42.96540069580078,-83.74359893798828,4679.870339300103,10.359740678600206
72,72,DL,2009.0,ATL,3682.0,FPO,1948.0,,0,M88,33.63669967651367,-84.4281005859375,26.5587005615,-78.695602417,4679.870339300103,10.359740678600206
73,73,DL,2009.0,ATL,3682.0,FRA,340.0,,0,764,33.63669967651367,-84.4281005859375,50.0333333,8.5705556,4679.870339300103,10.359740678600206
74,74,DL,2009.0,ATL,3682.0,GCM,1926.0,,0,M88,33.63669967651367,-84.4281005859375,19.292800903299998,-81.3576965332,4679.870339300103,10.359740678600206
75,75,DL,2009.0,ATL,3682.0,GDL,1804.0,,0,320,33.63669967651367,-84.4281005859375,20.521799087524414,-103.31099700927734,4679.870339300103,10.359740678600206
76,76,DL,2009.0,ATL,3682.0,GIG,2560.0,,0,764,33.63669967651367,-84.4281005859375,-22.809999465900002,-43.2505569458,4679.870339300103,10.359740678600206
77,77,DL,2009.0,ATL,3682.0,GNV,3472.0,,0,717,33.63669967651367,-84.4281005859375,29.6900997162,-82.27179718020001,4679.870339300103,10.359740678600206
78,78,DL,2009.0,ATL,3682.0,GPT,4038.0,,0,M88,33.63669967651367,-84.4281005859375,30.40730094909668,-89.07009887695312,4679.870339300103,10.359740678600206
79,79,DL,2009.0,ATL,3682.0,GRR,3685.0,,0,717 M88 320 319,33.63669967651367,-84.4281005859375,42.88079834,-85.52279663,4679.870339300103,10.359740678600206
80,80,DL,2009.0,ATL,3682.0,GRU,2564.0,,0,76W,33.63669967651367,-84.4281005859375,-23.435556411743164,-46.47305679321289,4679.870339300103,10.359740678600206
81,81,DL,2009.0,ATL,3682.0,GSO,4008.0,,0,M88 73H 320 738  319,33.63669967651367,-84.4281005859375,36.097801208496094,-79.93730163574219,4679.870339300103,10.359740678600206
82,82,DL,2009.0,ATL,3682.0,GSP,4034.0,,0,M88 319 717,33.63669967651367,-84.4281005859375,34.895698547399995,-82.2189025879,4679.870339300103,10.359740678600206
83,83,DL,2009.0,ATL,3682.0,GUA,1767.0,,0,757,33.63669967651367,-84.4281005859375,14.58329963684082,-90.52749633789062,4679.870339300103,10.359740678600206
84,84,DL,2009.0,ATL,3682.0,HNL,3728.0,,0,333,33.63669967651367,-84.4281005859375,21.318700790405273,-157.9219970703125,4679.870339300103,10.359740678600206
85,85,DL,2009.0,ATL,3682.0,HOU,3566.0,,0,M88 ,33.63669967651367,-84.4281005859375,29.64539909,-95.27890015,4679.870339300103,10.359740678600206
86,86,DL,2009.0,ATL,3682.0,HSV,4113.0,,0,M88 717,33.63669967651367,-84.4281005859375,34.637199401855,-86.775100708008,4679.870339300103,10.359740678600206
87,87,DL,2009.0,ATL,3682.0,IAD,3714.0,,0,M88 320 319 717,33.63669967651367,-84.4281005859375,38.94449997,-77.45580292,4679.870339300103,10.359740678600206
88,88,DL,2009.0,ATL,3682.0,IAH,3550.0,,0,M88 717 320 319,33.63669967651367,-84.4281005859375,29.98439979553223,-95.34140014648438,4679.870339300103,10.359740678600206
89,89,DL,2009.0,ATL,3682.0,ICT,3457.0,,0,M88,33.63669967651367,-84.4281005859375,37.649898529052734,-97.43309783935548,4679.870339300103,10.359740678600206
90,90,DL,2009.0,ATL,3682.0,ILM,3845.0,,0,319,33.63669967651367,-84.4281005859375,34.27059936523437,-77.90260314941406,4679.870339300103,10.359740678600206
91,91,DL,2009.0,ATL,3682.0,IND,3585.0,,0,M88 320 M90  319,33.63669967651367,-84.4281005859375,39.7173,-86.294403,4679.870339300103,10.359740678600206
92,92,DL,2009.0,ATL,3682.0,JAN,3580.0,,0,717 M88,33.63669967651367,-84.4281005859375,32.3111991882,-90.0758972168,4679.870339300103,10.359740678600206
93,93,DL,2009.0,ATL,3682.0,JAX,3712.0,,0,757 739 M90 738,33.63669967651367,-84.4281005859375,30.49410057067871,-81.68789672851562,4679.870339300103,10.359740678600206
94,94,DL,2009.0,ATL,3682.0,JFK,3797.0,,0,319 752 738 M88 73H ,33.63669967651367,-84.4281005859375,40.63980103,-73.77890015,4679.870339300103,10.359740678600206
95,95,DL,2009.0,ATL,3682.0,JNB,813.0,,0,77L,33.63669967651367,-84.4281005859375,-26.1392,28.246,4679.870339300103,10.359740678600206
96,96,DL,2009.0,ATL,3682.0,KIN,1779.0,,0,319,33.63669967651367,-84.4281005859375,17.935699462890625,-76.7874984741211,4679.870339300103,10.359740678600206
97,97,DL,2009.0,ATL,3682.0,LAS,3877.0,,0,73H 739 757 753 738,33.63669967651367,-84.4281005859375,36.08010101,-115.1520004,4679.870339300103,10.359740678600206
98,98,DL,2009.0,ATL,3682.0,LAX,3484.0,,0,757 76W 763 739,33.63669967651367,-84.4281005859375,33.94250107,-118.4079971,4679.870339300103,10.359740678600206
99,99,DL,2009.0,ATL,3682.0,LEX,4017.0,,0,M88 717,33.63669967651367,-84.4281005859375,38.0364990234375,-84.60590362548828,4679.870339300103,10.359740678600206
100,100,DL,2009.0,ATL,3682.0,LGA,3697.0,,0,320 757 M88 738 739 73H 73W,33.63669967651367,-84.4281005859375,40.77719879,-73.87259674,4679.870339300103,10.359740678600206
101,101,DL,2009.0,ATL,3682.0,LHR,507.0,,0,764 77L 76W,33.63669967651367,-84.4281005859375,51.4706,-0.461941,4679.870339300103,10.359740678600206
102,102,DL,2009.0,ATL,3682.0,LIM,2789.0,,0,76W,33.63669967651367,-84.4281005859375,-12.0219,-77.114304,4679.870339300103,10.359740678600206
103,103,DL,2009.0,ATL,3682.0,LIR,1881.0,,0,738 757,33.63669967651367,-84.4281005859375,10.593299865722656,-85.54440307617188,4679.870339300103,10.359740678600206
104,104,DL,2009.0,ATL,3682.0,LIT,3660.0,,0,M88 319,33.63669967651367,-84.4281005859375,34.729400634799994,-92.22429656979999,4679.870339300103,10.359740678600206
105,105,DL,2009.0,ATL,3682.0,LOS,273.0,,0,76W,33.63669967651367,-84.4281005859375,6.5773701667785645,3.321160078048706,4679.870339300103,10.359740678600206
106,106,DL,2009.0,ATL,3682.0,MAD,1229.0,,0,764,33.63669967651367,-84.4281005859375,40.471926,-3.56264,4679.870339300103,10.359740678600206
107,107,DL,2009.0,ATL,3682.0,MAN,478.0,,0,76W,33.63669967651367,-84.4281005859375,53.35369873046875,-2.2749500274658203,4679.870339300103,10.359740678600206
108,108,DL,2009.0,ATL,3682.0,MBJ,1780.0,,0,757 M88,33.63669967651367,-84.4281005859375,18.503700256347656,-77.91339874267578,4679.870339300103,10.359740678600206
109,109,DL,2009.0,ATL,3682.0,MCI,3458.0,,0,M88 M90 757,33.63669967651367,-84.4281005859375,39.2976,-94.713898,4679.870339300103,10.359740678600206
110,110,DL,2009.0,ATL,3682.0,MCO,3878.0,,0,757 763 739 753,33.63669967651367,-84.4281005859375,28.429399490356445,-81.30899810791016,4679.870339300103,10.359740678600206
111,111,DL,2009.0,ATL,3682.0,MDT,3542.0,,0,M88,33.63669967651367,-84.4281005859375,40.1935005188,-76.7633972168,4679.870339300103,10.359740678600206
112,112,DL,2009.0,ATL,3682.0,MDW,3747.0,,0,320 717 319,33.63669967651367,-84.4281005859375,41.7859992980957,-87.75240325927734,4679.870339300103,10.359740678600206
113,113,DL,2009.0,ATL,3682.0,MEM,3473.0,,0,M88 320 319,33.63669967651367,-84.4281005859375,35.04240036010742,-89.97669982910156,4679.870339300103,10.359740678600206
114,114,DL,2009.0,ATL,3682.0,MEX,1824.0,,0,73W 738 73H,33.63669967651367,-84.4281005859375,19.4363,-99.072098,4679.870339300103,10.359740678600206
115,115,DL,2009.0,ATL,3682.0,MGA,1863.0,,0,319 320,33.63669967651367,-84.4281005859375,12.141500473022461,-86.16819763183594,4679.870339300103,10.359740678600206
116,116,DL,2009.0,ATL,3682.0,MHT,4011.0,,0,320,33.63669967651367,-84.4281005859375,42.93259811401367,-71.43569946289062,4679.870339300103,10.359740678600206
117,117,DL,2009.0,ATL,3682.0,MIA,3576.0,,0,M88 M90 757 320 73H ,33.63669967651367,-84.4281005859375,25.79319953918457,-80.29060363769531,4679.870339300103,10.359740678600206
118,118,DL,2009.0,ATL,3682.0,MKE,3717.0,,0,M90 M88,33.63669967651367,-84.4281005859375,42.94720077514648,-87.89659881591797,4679.870339300103,10.359740678600206
119,119,DL,2009.0,ATL,3682.0,MLB,3671.0,,0,M88,33.63669967651367,-84.4281005859375,28.10280036926269,-80.64530181884766,4679.870339300103,10.359740678600206
120,120,DL,2009.0,ATL,3682.0,MOB,3782.0,,0,717 319,33.63669967651367,-84.4281005859375,30.691200256348,-88.242797851562,4679.870339300103,10.359740678600206
121,121,DL,2009.0,ATL,3682.0,MSN,3459.0,,0,320 73W,33.63669967651367,-84.4281005859375,43.13990020751953,-89.3375015258789,4679.870339300103,10.359740678600206
122,122,DL,2009.0,ATL,3682.0,MSP,3858.0,,0,757 320 M90 73H 739 738,33.63669967651367,-84.4281005859375,44.8819999695,-93.22180175780001,4679.870339300103,10.359740678600206
123,123,DL,2009.0,ATL,3682.0,MSY,3861.0,,0,757 M90 M88,33.63669967651367,-84.4281005859375,29.99340057373047,-90.25800323486328,4679.870339300103,10.359740678600206
124,124,DL,2009.0,ATL,3682.0,MUC,346.0,,0,764,33.63669967651367,-84.4281005859375,48.353801727295,11.786100387572999,4679.870339300103,10.359740678600206
125,125,DL,2009.0,ATL,3682.0,MYR,3515.0,,0,717 M88 319,33.63669967651367,-84.4281005859375,33.6796989441,-78.9282989502,4679.870339300103,10.359740678600206
126,126,DL,2009.0,ATL,3682.0,NAS,1953.0,,0,M88,33.63669967651367,-84.4281005859375,25.0389995575,-77.46620178219999,4679.870339300103,10.359740678600206
127,127,DL,2009.0,ATL,3682.0,NRT,2279.0,,0,744,33.63669967651367,-84.4281005859375,35.764701843299996,140.386001587,4679.870339300103,10.359740678600206
128,128,DL,2009.0,ATL,3682.0,OKC,3863.0,,0,M88 ,33.63669967651367,-84.4281005859375,35.39310073852539,-97.60070037841795,4679.870339300103,10.359740678600206
129,129,DL,2009.0,ATL,3682.0,OMA,3454.0,,0,M88 M90,33.63669967651367,-84.4281005859375,41.303199768066406,-95.89409637451172,4679.870339300103,10.359740678600206
130,130,DL,2009.0,ATL,3682.0,ORD,3830.0,,0,757 319 320 717 M88 M90,33.63669967651367,-84.4281005859375,41.97859955,-87.90480042,4679.870339300103,10.359740678600206
131,131,DL,2009.0,ATL,3682.0,ORF,3611.0,,0,M90 M88 319,33.63669967651367,-84.4281005859375,36.89459991455078,-76.20120239257812,4679.870339300103,10.359740678600206
132,132,DL,2009.0,ATL,3682.0,PAP,1897.0,,0,320,33.63669967651367,-84.4281005859375,18.57999992370605,-72.2925033569336,4679.870339300103,10.359740678600206
133,133,DL,2009.0,ATL,3682.0,PBI,3722.0,,0,M90 757 M88,33.63669967651367,-84.4281005859375,26.68320083618164,-80.09559631347656,4679.870339300103,10.359740678600206
134,134,DL,2009.0,ATL,3682.0,PDX,3720.0,,0,739 73H 738,33.63669967651367,-84.4281005859375,45.58869934,-122.5979996,4679.870339300103,10.359740678600206
135,135,DL,2009.0,ATL,3682.0,PHL,3752.0,,0,757 320 M88 M90 73H,33.63669967651367,-84.4281005859375,39.87189865112305,-75.24109649658203,4679.870339300103,10.359740678600206
136,136,DL,2009.0,ATL,3682.0,PHX,3462.0,,0,757 73H 739 738,33.63669967651367,-84.4281005859375,33.43429946899414,-112.01200103759766,4679.870339300103,10.359740678600206
137,137,DL,2009.0,ATL,3682.0,PIT,3570.0,,0,M88 320,33.63669967651367,-84.4281005859375,40.49150085,-80.23290253,4679.870339300103,10.359740678600206
138,138,DL,2009.0,ATL,3682.0,PLS,1754.0,,0,73W M88,33.63669967651367,-84.4281005859375,21.77359962463379,-72.26589965820312,4679.870339300103,10.359740678600206
139,139,DL,2009.0,ATL,3682.0,PNS,3564.0,,0,M90 717,33.63669967651367,-84.4281005859375,30.473400115967003,-87.18659973144501,4679.870339300103,10.359740678600206
140,140,DL,2009.0,ATL,3682.0,PTY,1871.0,,0,738,33.63669967651367,-84.4281005859375,9.0713596344,-79.3834991455,4679.870339300103,10.359740678600206
141,141,DL,2009.0,ATL,3682.0,PUJ,1760.0,,0,738 M88 ,33.63669967651367,-84.4281005859375,18.567399978599997,-68.36340332030001,4679.870339300103,10.359740678600206
142,142,DL,2009.0,ATL,3682.0,PVD,3641.0,,0,M88,33.63669967651367,-84.4281005859375,41.73260116577149,-71.42040252685547,4679.870339300103,10.359740678600206
143,143,DL,2009.0,ATL,3682.0,PVR,1836.0,,0,757,33.63669967651367,-84.4281005859375,20.680099487304688,-105.25399780273438,4679.870339300103,10.359740678600206
144,144,DL,2009.0,ATL,3682.0,PWM,3862.0,,0,M88,33.63669967651367,-84.4281005859375,43.64619827,-70.30930328,4679.870339300103,10.359740678600206
145,145,DL,2009.0,ATL,3682.0,RDU,3626.0,,0,M88 M90 739 320 738 752,33.63669967651367,-84.4281005859375,35.877601623535156,-78.7874984741211,4679.870339300103,10.359740678600206
146,146,DL,2009.0,ATL,3682.0,RIC,3608.0,,0,M88 M90 73H,33.63669967651367,-84.4281005859375,37.50519943237305,-77.3197021484375,4679.870339300103,10.359740678600206
147,147,DL,2009.0,ATL,3682.0,ROA,4016.0,,0,319,33.63669967651367,-84.4281005859375,37.3255004883,-79.975402832,4679.870339300103,10.359740678600206
148,148,DL,2009.0,ATL,3682.0,ROC,3622.0,,0,M88 M90,33.63669967651367,-84.4281005859375,43.118900299072266,-77.67240142822266,4679.870339300103,10.359740678600206
149,149,DL,2009.0,ATL,3682.0,RSW,3793.0,,0,M90 757 M88,33.63669967651367,-84.4281005859375,26.53619956970215,-81.75520324707031,4679.870339300103,10.359740678600206
150,150,DL,2009.0,ATL,3682.0,RTB,1774.0,,0,738,33.63669967651367,-84.4281005859375,16.316799,-86.523003,4679.870339300103,10.359740678600206
151,151,DL,2009.0,ATL,3682.0,SAL,1892.0,,0,319 320,33.63669967651367,-84.4281005859375,13.4409,-89.055702,4679.870339300103,10.359740678600206
152,152,DL,2009.0,ATL,3682.0,SAN,3731.0,,0,739 763,33.63669967651367,-84.4281005859375,32.7336006165,-117.190002441,4679.870339300103,10.359740678600206
153,153,DL,2009.0,ATL,3682.0,SAP,1772.0,,0,319 320,33.63669967651367,-84.4281005859375,15.45259952545166,-87.92359924316406,4679.870339300103,10.359740678600206
154,154,DL,2009.0,ATL,3682.0,SAT,3621.0,,0,757 M90 320,33.63669967651367,-84.4281005859375,29.533700942993164,-98.46980285644531,4679.870339300103,10.359740678600206
155,155,DL,2009.0,ATL,3682.0,SAV,3613.0,,0,M88 717 319,33.63669967651367,-84.4281005859375,32.12760162,-81.20210266,4679.870339300103,10.359740678600206
156,156,DL,2009.0,ATL,3682.0,SCL,2650.0,,0,76W,33.63669967651367,-84.4281005859375,-33.393001556396484,-70.78579711914062,4679.870339300103,10.359740678600206
157,157,DL,2009.0,ATL,3682.0,SDF,4014.0,,0,M88 M90,33.63669967651367,-84.4281005859375,38.1744,-85.736,4679.870339300103,10.359740678600206
158,158,DL,2009.0,ATL,3682.0,SDQ,1762.0,,0,73H,33.63669967651367,-84.4281005859375,18.42970085144,-69.668899536133,4679.870339300103,10.359740678600206
